Kreis	Gemeinde	Typ	Hersteller	Nabenhöhe	Rotordurchmesser	Schallleistung	Leistung	Leistungsbezug	Ostwert	Nordwert	Genehmigt_am	Inbetriebnahme	Status	BST_Nr	ANL_Nr	Datendatum	Datenquelle	Status Art	Leistungseinheit	UTM Zone	Laengengrad_Dezimal	Breitengrad_Dezimal	Laengengrad	Breitenengrad
Dithmarschen	Brunsbüttel	WKA AN Bonus	AN BONUS	50	52	105,5 dB(A)	1000	kW Nennleist. Rotor.	513814	5971430	31121899	31121899	in Betrieb	51011515487	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	53.891136154971754	9.21019347434222	53:53:28.1	9:12:36.7
Dithmarschen	Brunsbüttel	Nordex 52/800	Nordex	60	52	105,4 dB(A)/105,4 dB(A)	800	kW Nennleist. Rotor.	507077	5973990	30031994	20041995	in Betrieb	51011515507	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.9142812626536	9.10774293456064	53:54:51.4	9:6:27.9
Dithmarschen	Brunsbüttel	Enercon E82	Enercon	98	82	104dB(A) tags; 103 dB(A) nachts	2000	kW Nennleist. Rotor.	504289	5972822	20122007	26112010	in Betrieb	51011515520	0018	3012023	LLUR SH, Abtl. 7	aktiv		32	53.90381380219333	9.0652810323928	53:54:13.7	9:3:55.0
Dithmarschen	Brunsbüttel	WKA 1 Enercon E82 E2 2,3 MW	Enercon	78	82	105,0	2300	kW Nennleist. Rotor.	505270	5974480	12032013	11122013	in Betrieb	51011900017	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.91870693001692	9.080240958600324	53:55:7.3	9:4:48.9
Dithmarschen	Brunsbüttel	WKA Enercon E82	Enercon	78	82	105	2300	kW Nennleist. Rotor.	505162	5973965	12032013	19122013	in Betrieb	51011900017	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	53.91407917957855	9.0785878615381	53:54:50.7	9:4:42.9
Dithmarschen	Brunsbüttel	WKA Enercon E82 E2	Enercon	78	82	105	2300	kW Nennleist. Rotor.	505493	5974142	12032013	19122013	in Betrieb	51011900017	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	53.91566665850788	9.083630279325927	53:54:56.4	9:5:1.1
Dithmarschen	Brunsbüttel	WKA Enercon E82 E2	Enercon	78	82	100,5	2300	kW Nennleist. Rotor.	505586	5973697	12032013	20112013	in Betrieb	51011900017	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	53.911665987532785	9.085038065518983	53:54:42.0	9:5:6.1
Dithmarschen	Brunsbüttel	WKA Enercon E82 E2	Enercon	78	82	100,5	2300	kW Nennleist. Rotor.	505747	5973517	12032013	25112013	in Betrieb	51011900017	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	53.91004637953029	9.087485653073948	53:54:36.2	9:5:14.9
Dithmarschen	Brunsbüttel	WKA Enercon E82 E2	Enercon	78,33	82	HZ /dB(A) | 63/78,8 | 125/83,9 | 250/86 | 500/88,4 | 1000/90,3 | 2000/89 | 4000/80,5 | 8000/ | SLP=95,3 dB(A)	2300	kW Nennleist. Rotor.	505217	5973683	7072022		vor Inbetriebnahme	51011900017	0006	3012023	LLUR SH, Abtl. 7	inaktiv		32	53.91154400145397	9.079420388225648	53:54:41.6	9:4:45.9
Dithmarschen	Brunsbüttel	Enercon E-101	Enercon	99	101	107 dB(A) / 99,3dB(A)	3050	kW Nennleist. Rotor.	507063	5975264	31072014	13072015	in Betrieb	51011900019	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.925732193534046	9.107559220944307	53:55:32.6	9:6:27.2
Dithmarschen	Brunsbüttel	WKA 4 REpower 3.4 M	REpower	80	104	105,6 dB(A)/ 100 dB(A)	3400	kW Nennleist. Rotor.	505594	5974952	1082014	23102015	in Betrieb	51011900021	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.92294588117784	9.085182808293789	53:55:22.6	9:5:6.7
Dithmarschen	Brunsbüttel	WKA 4 Nordex N100	Nordex	100	99,8	105,5 dB(A) / 104,5 dB(A)	3300	kW Nennleist. Rotor.	507221	5974963	13042015	26062016	in Betrieb	51011900024	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	53.923024622314976	9.109958216382749	53:55:22.9	9:6:35.8
Dithmarschen	Brunsbüttel	WKA 1 Nordex N100-3.3MW	Nordex	100	99,8	105,5dB(A) / 101,0dB(A)	3300	kW Nennleist. Rotor.	507868	5975625	2062015	29062016	in Betrieb	51011900026	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.92896526018699	9.1198274654981	53:55:44.3	9:7:11.4
Dithmarschen	Diekhusen-Fahrstedt	Enercon E-82 E2	Enercon	108	82	105,0 dB(A)/100,5 dB(A)	2300	kW Nennleist. Rotor.	500017	5975491	19112014	13112015	in Betrieb	51021000003	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	53.92782063665738	9.000258898160133	53:55:40.2	9:0:0.9
Dithmarschen	Diekhusen-Fahrstedt	WKA E-82 E2 Enercon	Enercon	108	82	105,0 dB(A)/104,0 dB(A)	2300	kW Nennleist. Rotor.	500161	5975226	19112014	4112015	in Betrieb	51021000004	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.925438784564015	9.00245177828367	53:55:31.6	9:0:8.8
Dithmarschen	Diekhusen-Fahrstedt	Nordex N 149-5,7 MW	Nordex	105	149	"HZ /dB(A) | 63/78,2 | 125/84,4 | 250/88,1 | 500/90,7 | 1000/91,4 | 2000/88,9 | 4000/81,3 | 8000/73,3 | SLP=96,5 dB(A)	"	5700	kW Nennleist. Rotor.	502737	5978272	24032021	16122022	in Betrieb	51021000005	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.95280904542332	9.04170752075443	53:57:10.1	9:2:30.1
Dithmarschen	Diekhusen-Fahrstedt	Nordex N 149-5,7 MW	Nordex	105	149	HZ /dB(A) | 63/82,7 | 125/88,9 | 250/92,6 | 500/95,2 | 1000/95,9 | 2000/93,4 | 4000/85,8 | 8000/77,8 | SLP=101 dB(A)	5700	kW Nennleist. Rotor.	502794	5978630	24032021	6122022	in Betrieb	51021000005	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	53.9560264388147	9.04257938768402	53:57:21.7	9:2:33.3
Dithmarschen	Volsemenhusen	Nordex N 149-5,7 MW	Nordex	105	149	HZ /dB(A) | 63/78,9 | 125/85,1 | 250/88,8 | 500/91,4 | 1000/92,1 | 2000/89,6 | 4000/82 | 8000/74 | SLP=97,2 dB(A)	5700	kW Nennleist. Rotor.	503150	5978480	24032021		vor Inbetriebnahme	51021000005	0003	3012023	LLUR SH, Abtl. 7	inaktiv		32	53.95467619645876	9.04800312779054	53:57:16.8	9:2:52.8
Dithmarschen	Diekhusen-Fahrstedt	Enercon E82	Enercon	78,33	82	105,0 dB(A)/103,5 dB(A) 	2300	kW Nennleist. Rotor.	500471	5975131	27052011	15032012	in Betrieb	51021501354	0008	3012023	LLUR SH, Abtl. 7	aktiv		32	53.924584732561144	9.007172447209832	53:55:28.5	9:0:25.8
Dithmarschen	Diekhusen-Fahrstedt	Enercon E82	Enercon	78,33	82	105,0 dB(A)/103,5 dB(A) 	2300	kW Nennleist. Rotor.	500285	5975734	27052011	15032012	in Betrieb	51021501356	0010	3012023	LLUR SH, Abtl. 7	aktiv		32	53.93000464841005	9.004340578110149	53:55:48.0	9:0:15.6
Dithmarschen	Diekhusen-Fahrstedt	Enercon E82	Enercon	78,33	82	105,0 dB(A)/103,5 dB(A) 	2300	kW Nennleist. Rotor.	500376	5975444	27052011	15032012	in Betrieb	51021501357	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.92739806320641	9.005726160294394	53:55:38.6	9:0:20.6
Dithmarschen	Diekhusen-Fahrstedt	WKA1 Enercon E-115	Enercon	92	115,7	106,5dB(A)/ 106,5 dB(A)	3000	kW Nennleist. Rotor.	502766	5977068	19112015	25112016	in Betrieb	51021501359	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.94198734639959	9.042138525297787	53:56:31.2	9:2:31.7
Dithmarschen	Diekhusen-Fahrstedt	WKA2 Enercon E-115	Enercon	92	115,7	106,5 dB(A)/ 106,5 dB(A)	3000	kW Nennleist. Rotor.	503207	5977204	19112015	10112016	in Betrieb	51021501359	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	53.94320716993131	9.0488583493878	53:56:35.5	9:2:55.9
Dithmarschen	Diekhusen-Fahrstedt	WKA3 Enercon E-115	Enercon	92	115,7	106,5dB(A)/ 106,5 dB(A)	3000	kW Nennleist. Rotor.	503626	5977389	19112015	27102016	in Betrieb	51021501359	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	53.94486718364145	9.055243969646828	53:56:41.5	9:3:18.9
Dithmarschen	Schmedeswurth	WKA4 Enercon E-115	Enercon	92	115,7	106,5 dB(A) / 106,5 dB(A)	3000	kW Nennleist. Rotor.	503511	5976923	19112015	4102016	in Betrieb	51021501359	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	53.94067956880516	9.053486528471842	53:56:26.4	9:3:12.6
Dithmarschen	Schmedeswurth	WKA5 Enercon E-115	Enercon	92	115,7	106,5 dB(A)/ 106,5 dB(A)	3000	kW Nennleist. Rotor.	503837	5977143	19112015	21102016	in Betrieb	51021501359	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	53.94265461501005	9.058455569754406	53:56:33.6	9:3:30.4
Dithmarschen	Schmedeswurth	WKA6 Enercon E-115	Enercon	92	115,7	106,5 dB(A)/ 106,5 dB(A)	3000	kW Nennleist. Rotor.	503938	5976837	19112015	27092016	in Betrieb	51021501359	0006	3012023	LLUR SH, Abtl. 7	aktiv		32	53.939903528192836	9.05999032830001	53:56:23.7	9:3:36.0
Dithmarschen	Dingen	WKA Repower 3.XM	REpower	80	104	106	3400	kW Nennleist. Rotor.	507110	5978235	12112010	12072011	in Betrieb	51022019914	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.95243487735045	9.10834412284319	53:57:8.8	9:6:30.0
Dithmarschen	Dingen	WKA Repower 3.XM	REpower	80	104	106	3400	kW Nennleist. Rotor.	506696	5978077	12112010	15072011	in Betrieb	51022019914	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	53.95102030062824	9.102032022532326	53:57:3.7	9:6:7.3
Dithmarschen	Dingen	WKA Repower 3.XM	REpower	80	104	106	3400	kW Nennleist. Rotor.	506700	5978792	12112010	4082011	in Betrieb	51022480507	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.95744664874496	9.102108672461583	53:57:26.8	9:6:7.6
Dithmarschen	Dingen	WKA Repower 3.XM	REpower	80	104	106	3400	kW Nennleist. Rotor.	506392	5978541	12112010	17082011	in Betrieb	51022480509	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.9551945656884	9.097409470771392	53:57:18.7	9:5:50.7
Dithmarschen	Dingen	WKA Repower 3.XM	REpower	80	104	105,2	3400	kW Nennleist. Rotor.	506116	5978202	12112010	11082011	in Betrieb	51022480510	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.95215097855441	9.093196641781624	53:57:7.7	9:5:35.5
Dithmarschen	Dingen	WKA Repower 3.XM	REpower	80	104	106	3400	kW Nennleist. Rotor.	506818	5978434	12112010	22072011	in Betrieb	51022480511	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.95422741410454	9.103899001375945	53:57:15.2	9:6:14.0
Dithmarschen	Dingen	WKA Repower 3.XM	REpower	80	104	105	3400	kW Nennleist. Rotor.	506349	5977901	12112010	21072011	in Betrieb	51022480512	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.94944279039436	9.096740868267867	53:56:58.0	9:5:48.3
Dithmarschen	Dingen	WKA 1 Senvion 3.4M104	Senvion	80	104	105,6 dB(A) / 105,6 dB(A)	3400	kW Nennleist. Rotor.	506986	5977952	4062015	31032016	in Betrieb	51022480515	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.94989296946422	9.106448102815907	53:56:59.6	9:6:23.2
Dithmarschen	Süderhastedt	WKA Repower 3.2M114	REpower	93	114	105,2 dB(A)/103,5 dB(A)	3200	kW Nennleist. Rotor.	515341	5991117	20022014	29012015	in Betrieb	51026021168	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.068037486279835	9.234419338300258	54:4:4.9	9:14:3.9
Dithmarschen	Eggstedt	Senvion 3.2M114	Senvion	93	114	105,2 dB(A)/105,2 dB(A)	3200	kW Nennleist. Rotor.	515679	5990825	20022014	2122014	in Betrieb	51026021169	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.06540289179279	9.239569018022998	54:3:55.5	9:14:22.4
Dithmarschen	Eggstedt	REpower MM82	REpower	80	82	106,8 dB(A)/ 99,5 dB(A)	2000	kW Nennleist. Rotor.	516156	5991348	2082004	25112004	in Betrieb	51026509055	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.07008874047156	9.246885200223504	54:4:12.3	9:14:48.8
Dithmarschen	Eggstedt	REpower MM82 2,0 MW	REpower	80	82	106,2	2000	kW Nennleist. Rotor.	515915	5991095	2082004	26112004	in Betrieb	51026509056	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.06782234539718	9.243189148750707	54:4:4.2	9:14:35.5
Dithmarschen	Eggstedt	Senvion MM92 evo	Senvion	80	92,5	104,2 dB(A)/ 104,2 dB(A)	2050	kW Nennleist. Rotor.	515900	5991567	28092010	30122010	in Betrieb	51026509058	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.072065017640995	9.242984710711426	54:4:19.4	9:14:34.7
Dithmarschen	Eggstedt	Senvion MM92 evo	Senvion	80	92,5	104,2	2050	kW Nennleist. Rotor.	515797	5991317	28092010	24012011	in Betrieb	51026509059	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.06982125373037	9.241397640265722	54:4:11.4	9:14:29.0
Dithmarschen	Eggstedt	WKA Senvion 3.4M104	Senvion	80	104	105,6 dB(A)/100,0 dB(A)	3370	kW Nennleist. Rotor.	516317	5991619	12022014	7112014	in Betrieb	51026509062	0007	3012023	LLUR SH, Abtl. 7	aktiv		32	54.07251933988212	9.249360063369677	54:4:21.1	9:14:57.7
Dithmarschen	Eggstedt	WKA Senvion 3.4M104	Senvion	80	104	105,6 dB(A)/101,7 dB(A)	3370	kW Nennleist. Rotor.	516573	5991430	12022014	5112014	in Betrieb	51026509062	0008	3012023	LLUR SH, Abtl. 7	aktiv		32	54.070812488152534	9.253261932854693	54:4:14.9	9:15:11.7
Dithmarschen	Süderhastedt	WKA Repower 3.2M114	REpower	93	114	105,2dB(A)/105,2 dB(A)	3200	kW Nennleist. Rotor.	515161	5990832	20022014	3122014	in Betrieb	51026509062	0011	3012023	LLUR SH, Abtl. 7	aktiv		32	54.06548130753393	9.23165460239189	54:3:55.7	9:13:54.0
Dithmarschen	Süderhastedt	WKA Repower 3.2M114	REpower	93	114	105,2 dB(A)/105,2 dB(A)	3200	kW Nennleist. Rotor.	515124	5990489	20022014	5122014	in Betrieb	51026509062	0012	3012023	LLUR SH, Abtl. 7	aktiv		32	54.06239959731632	9.231072147296162	54:3:44.6	9:13:51.9
Dithmarschen	Eggstedt	WKA Repower 3.2M114	Senvion	93	114	105,2 dB(A)/105,2 dB(A)	3200	kW Nennleist. Rotor.	515630	5990540	20022014	19112014	in Betrieb	51026509062	0013	3012023	LLUR SH, Abtl. 7	aktiv		32	54.0628428737843	9.238805628667093	54:3:46.2	9:14:19.7
Dithmarschen	Süderhastedt	WKA Repower 3.2M114	REpower	93	114	105,2 dB(A)/105,2 dB(A)	3200	kW Nennleist. Rotor.	515360	5990249	20022014	5122014	in Betrieb	51026509062	0014	3012023	LLUR SH, Abtl. 7	aktiv		32	54.060235557233725	9.23466568252754	54:3:36.8	9:14:4.8
Dithmarschen	Eggstedt	WKA Repower 3.2M114	REpower	93	114	105,2 dB(A)/105,2 dB(A)	3200	kW Nennleist. Rotor.	515684	5990168	20022014	27112014	in Betrieb	51026509062	0015	3012023	LLUR SH, Abtl. 7	aktiv		32	54.05949779137416	9.239611424486695	54:3:34.2	9:14:22.6
Dithmarschen	Elpersbüttel	Enercon E 40	Enercon	42	40	100	500	kW Nennleist. Rotor.	501587	5989560	26051993	26081993	in Betrieb	51027357094	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.054269391964944	9.024242236877638	54:3:15.4	9:1:27.3
Dithmarschen	Elpersbüttel	WKA Nordtank NTK 500	Nordtank NTK	37	37	103,3	500	kW Nennleist. Rotor.	502192	5992228	3091993	1121993	in Betrieb	51027374586	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.07824666766269	9.03350321589063	54:4:41.7	9:2:0.6
Dithmarschen	Elpersbüttel	Vestas V39/500kW	Vestas	40,5	39	103	500	kW Nennleist. Rotor.	504566	5989555	13121993	31071994	in Betrieb	51027382314	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.05420667364066	9.069747885528386	54:3:15.1	9:4:11.1
Dithmarschen	Elpersbüttel	Micon M1100	Micon	44	64,5	102,7 dB(A)	600	kW Nennleist. Rotor.	503143	5989225	25111993	1071994	in Betrieb	51027395040	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.051251328520515	9.048007454807744	54:3:4.5	9:2:52.8
Dithmarschen	Elpersbüttel	WKA Nordtank NTK 500	Nordtank NTK	50	41	103,3	500	kW Nennleist. Rotor.	504102	5991145	14021995	2051995	in Betrieb	51027505059	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.068501207950035	9.062681576475718	54:4:6.6	9:3:45.7
Dithmarschen	Lieth	WKA Vestas V112	Vestas	94	112	106,5 dB(A)/104,5dB(A)	3300	kW Nennleist. Rotor.	502969	6000045	23022015	17022015	in Betrieb	51028515489	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.14849996930029	9.045455919419023	54:8:54.6	9:2:43.6
Dithmarschen	Friedrichsgabekoog	Enercon E40/5.40	Enercon	42	40	103	500	kW Nennleist. Rotor.	495223	6001524	31121899	1071995	in Betrieb	51033433940	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16177911227273	8.92683986097777	54:9:42.4	8:55:36.6
Dithmarschen	Friedrichsgabekoog	Enercon E40/5.40	Enercon	42	40	103	500	kW Nennleist. Rotor.	495118	6001354	31121899	1081998	in Betrieb	51033433940	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.160250221185876	8.925234533187288	54:9:36.9	8:55:30.8
Dithmarschen	Friedrichsgabekoog	Enercon E40/5.40	Enercon	42	40	103	500	kW Nennleist. Rotor.	495088	6001150	31121899	1071995	in Betrieb	51033433940	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15841645040682	8.924778423099164	54:9:30.3	8:55:29.2
Dithmarschen	Friedrichsgabekoog	Enercon E40/5.40	Enercon	42	40	103	500	kW Nennleist. Rotor.	495489	6001318	31121899	1071995	in Betrieb	51033433940	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15993005829703	8.930916752730086	54:9:35.7	8:55:51.3
Dithmarschen	Friedrichsgabekoog	Enercon E40/5.40	Enercon	42	40	103	500	kW Nennleist. Rotor.	495468	6001160	31121899	1071995	in Betrieb	51033433940	0006	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15850982131738	8.930597526612823	54:9:30.6	8:55:50.2
Dithmarschen	Friedrichsgabekoog	Enercon E40/5.40	Enercon	42	40	103	500	kW Nennleist. Rotor.	495436	6000980	31121899	2051995	in Betrieb	51033433940	0007	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15689175667994	8.93011020873434	54:9:24.8	8:55:48.4
Dithmarschen	Friedrichsgabekoog	Enercon E40/5.40	Enercon	42	40	103	500	kW Nennleist. Rotor.	495388	6001459	31121899	1081998	in Betrieb	51033433940	0008	3012023	LLUR SH, Abtl. 7	aktiv		32	54.161196422435346	8.929367841930386	54:9:40.3	8:55:45.7
Dithmarschen	Friedrichsgabekoog	Enercon E-66/20.70	Enercon	65	70	101,5	2000	kW Nennleist. Rotor.	495574	6001488	18122003	12072004	in Betrieb	51033433940	0009	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16145870177228	8.932215978648752	54:9:41.3	8:55:56.0
Dithmarschen	Friedrichsgabekoog	WKA Enercon E-70 E4	Enercon	64	71	104,5 dB(A)/101,4 dB(A)	2300	kW Nennleist. Rotor.	495468	6001675	21122016	21092017	in Betrieb	51033433941	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.163138470806956	8.930589781395206	54:9:47.3	8:55:50.1
Dithmarschen	Friedrichsgabekoog	WKA Enercon E-70 E4	Enercon	64	71	104,5 dB(A)/101,4 dB(A)	2300	kW Nennleist. Rotor.	495210	6001741	21122016	6092017	in Betrieb	51033433942	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16372931452003	8.926637315401763	54:9:49.4	8:55:35.9
Dithmarschen	Friedrichsgabekoog	Nordtank NTK 300/31	Nordtank NTK	30,8	31	105,5	300	kW Nennleist. Rotor.	496897	6000003	17031994	1121994	in Betrieb	51033470515	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.14812169434136	8.952492949601549	54:8:53.2	8:57:9.0
Dithmarschen	Friedrichsgabekoog	Enercon E-48	Enercon	50	48	99,1	800	kW Nennleist. Rotor.	496817	6000135	5082008	29062009	in Betrieb	51033470519	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.14930758003138	8.951266753736537	54:8:57.5	8:57:4.6
Dithmarschen	Friedrichsgabekoog	WKA Enercon E-70 E4	Enercon	64	71	104,5 dB(A)/ 97,5 dB(A)	2300	kW Nennleist. Rotor.	495461	6000763	7112011	29042013	in Betrieb	51033470521	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.1549416524986	8.930496307904248	54:9:17.8	8:55:49.8
Dithmarschen	Friedrichsgabekoog	WKA Enercon E-70 E4	Enercon	64	71	104,5 dB(A)/ 100,9 dB(A)	2300	kW Nennleist. Rotor.	495646	6000863	7112011	29042013	in Betrieb	51033470521	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15584202192015	8.933327684237105	54:9:21.0	8:55:60.0
Dithmarschen	Friedrichsgabekoog	Enercon E-82 E2	Enercon	84,58	82	104,5 dB(A) tags, 99,5 db(A) nachts	2300	kW Nennleist. Rotor.	497443	6000900	3072014	5122014	in Betrieb	51033470525	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15618665689265	8.960844621097122	54:9:22.3	8:57:39.0
Dithmarschen	Friedrichsgabekoog	Enercon E-82 E2	Enercon	84,58	82	104,5 dB(A) tags, 99,5 db(A) nachts	2300	kW Nennleist. Rotor.	497197	6000890	3072014	12122014	in Betrieb	51033470525	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15609549637049	8.957077713557176	54:9:21.9	8:57:25.5
Dithmarschen	Friedrichsgabekoog	Enercon E-82 E2	Enercon	84,58	82	104,5 dB(A) tags, 99,5 db(A) nachts	2300	kW Nennleist. Rotor.	497264	6000656	3072014	4022015	in Betrieb	51033470525	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15399274013864	8.958105806804923	54:9:14.4	8:57:29.2
Dithmarschen	Friedrichsgabekoog	Enercon E-82 E2	Enercon	84,58	82	104,5 dB(A) tags, 99,5 db(A) nachts	2300	kW Nennleist. Rotor.	497225	6000398	3072014	5022015	in Betrieb	51033470525	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.151673708164694	8.957511005682374	54:9:6.0	8:57:27.0
Dithmarschen	Friedrichsgabekoog	Enercon E-82 E2	Enercon	84,58	82	104,5 dB(A) tags, 99,5 dB(A) nachts	2300	kW Nennleist. Rotor.	497048	6000232	3072014	26022015	in Betrieb	51033470525	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15018076529311	8.954802522932214	54:9:0.7	8:57:17.3
Dithmarschen	Friedrichsgabekoog	WKA Enercon E-70 E4	Enercon	98,2	71	104,5 dB(A)/ 104,1 dB(A)	2300	kW Nennleist. Rotor.	495228	6002029	13012015	20122015	in Betrieb	51033470526	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.166317928757735	8.926908437720101	54:9:58.7	8:55:36.9
Dithmarschen	Friedrichsgabekoog	WKA Enercon E-70 E4	Enercon	98,2	71	104,5 dB(A)/ 101,4 dB(A)	2300	kW Nennleist. Rotor.	495428	6001917	13012015	14122015	in Betrieb	51033470526	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.165313130790246	8.929973486227142	54:9:55.1	8:55:47.9
Dithmarschen	Friedrichskoog	WKA 1 Senvion 3.4M114 (FNO26)	Senvion	93	114	106,0 dB(A) / 101,7 dB(A)	3400	kW Nennleist. Rotor.	496398	5983928	23062016	26012017	in Betrieb	51034000002	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.003639568695704	8.945044401355768	54:0:13.1	8:56:42.2
Dithmarschen	Friedrichskoog	WKA 2 Senvion 3.4M114 (FNO27)	Senvion	93	114	106,0 dB(A) / 101,9 dB(A)	3400	kW Nennleist. Rotor.	496491	5983597	23062016	30122016	in Betrieb	51034000002	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.00066521072114	8.94646711604977	54:0:2.4	8:56:47.3
Dithmarschen	Friedrichskoog	WKA 1 Senvion 3.4M114	Senvion	93	114	105,2 dB(A) / 99,5 dB(A)	3400	kW Nennleist. Rotor.	496119	5984692	1062016	23122016	in Betrieb	51034000003	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.010504304394225	8.940777961635392	54:0:37.8	8:56:26.8
Dithmarschen	Friedrichskoog	WKA 1 Senvion 3.4M114	Senvion	93	114	105,2 dB(A) / 104,2 dB(A)	3400	kW Nennleist. Rotor.	496548	5984596	29122016	28082017	in Betrieb	51034000003	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.009644512645856	8.947325364614784	54:0:34.7	8:56:50.4
Dithmarschen	Friedrichskoog	WKA Enercon E-70 E4 GH 134 m	Enercon	98	71	105,5 dB(A)/ 101,2 dB(A)	2300	kW Nennleist. Rotor.	496007	5981974	10112016	11072017	in Betrieb	51034000005	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.98607429800918	8.939104562510026	53:59:9.9	8:56:20.8
Dithmarschen	Friedrichskoog	Enercon E-40	Enercon	45	40	103	500	kW Nennleist. Rotor.	497027	5983424	27091994	4021997	in Betrieb	51034000009	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	53.99911366489255	8.954645954989235	53:59:56.8	8:57:16.7
Dithmarschen	Friedrichskoog	WKA Enercon E40	Enercon	45	40	103	500	kW Nennleist. Rotor.	496200	5984210	26071994	20021997	in Betrieb	51034000010	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.006172739041475	8.942020000806071	54:0:22.2	8:56:31.3
Dithmarschen	Friedrichskoog	WKA Enercon E-115	Enercon	121,87	115,71	HZ /dB(A) | 63/81,3 | 125/86,6 | 250/89,4 | 500/91,3 | 1000/92,4 | 2000/92,8 | 4000/87,9 | 8000/0 | SLP=98,5 dB(A)	4200	kW Nennleist. Rotor.	496016	5985175	27102021		vor Inbetriebnahme	51034000011	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.01484467227779	8.939199907825436	54:0:53.4	8:56:21.1
Dithmarschen	Friedrichskoog	WKA 1 Senvion 3.4M114	Senvion	93	114	105,2 dB(A) / 102,5 dB(A)	3400	kW Nennleist. Rotor.	496262	5984433	1062016	23122016	in Betrieb	51034000012	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.00817749371605	8.942963249252365	54:0:29.4	8:56:34.7
