KREIS	Gemeinde	Anlage	Inbetriebnahme	Leistung	Nabenhöhe	Rotordurchmesser	Ostwert	Nordwert	Status
Nordfriesland	Bordelum	0008 - WKA 8 Vestas V112 Nr. V201495	2013	3000 kW Nennleist. Rotor.	94	112	32492278	6056548	in Betrieb
Nordfriesland	Bordelum	0009 - WKA 9 Vestas V112 Nr. V201496	2013	3000 kW Nennleist. Rotor.	94	112	32492666	6056796	in Betrieb
Nordfriesland	Bordelum	0002 - WKA Vestas V112 Bo 6 - SN201501	2013	3000 kW Nennleist. Rotor.	94	112	32501803	6055502	in Betrieb
Nordfriesland	Bordelum	0001 - WKA Vestas V112 Bo3 - SN 201499	2013	3000 kW Nennleist. Rotor.	94	112	32501705	6055838	in Betrieb
Nordfriesland	Bordelum	0004 - WKA Enercon E-82 Bo1 - SN 825512	2013	2300 kW Nennleist. Rotor.	78	82	32500717	6055140	in Betrieb
Nordfriesland	Bordelum	0005 - WKA Enercon E-82 Bo2 - SN 825513	2013	2300 kW Nennleist. Rotor.	98	82	32500966	6055130	in Betrieb
Nordfriesland	Bordelum	0003 - WKA Vestas V112 Bo5 - SN 201500	2013	3000 kW Nennleist. Rotor.	94	112	32501687	6055167	in Betrieb
Nordfriesland	Bordelum	0006 - WKA Enercon E-82 Bo4 - SN 825514	2013	2300 kW Nennleist. Rotor.	108	82	32501318	6055092	in Betrieb
Nordfriesland	Bordelum	0002 - WKA 13 Typ Enercon 101 - SN 1011067	2015	3000 kW Nennleist. Rotor.	99	101	32493384	6054280	in Betrieb
Nordfriesland	Bordelum	0002 - WKA 2 Enercon E-70/E4		2300 kW Nennleist. Rotor.	113	70	32495412	6052924	im Gen.Verf.
Nordfriesland	Bordelum	0003 - WKA 3 Senvion 3.2M114		3400 kW Nennleist. Rotor.	93	114	32495817	6052251	im Gen.Verf.
Nordfriesland	Bordelum	0001 - WKA 1 Senvion3.4M104		3400 kW Nennleist. Rotor.	98	104	32495102	6052819	im Gen.Verf.
Nordfriesland	Bosbüll	0004 - WKA Senvion 4.2M118	2018	4200 kW Nennleist. Rotor.	91	118	32489860	6073846	in Betrieb
Nordfriesland	Bosbüll	0003 - WKA REpower MM 82 Nr. R80539	2007	2000 kW Nennleist. Rotor.	59	82	32490130	6074431	in Betrieb
Nordfriesland	Bosbüll	0002 - WKA REpower MM 82 Nr. 80540	2007	2000 kW Nennleist. Rotor.	59	82	32490017	6074141	in Betrieb
Nordfriesland	Bosbüll	0001 - WKA 1 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32489941	6076233	im Gen.Verf.
Nordfriesland	Bosbüll	0004 - WKA 4 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32488746	6075968	im Gen.Verf.
Nordfriesland	Bosbüll	0005 - WKA 5 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32489117	6075840	im Gen.Verf.
Nordfriesland	Bosbüll	0010 - WKA 10 Senvion 3.XM1XX Testanlage		3400 kW Nennleist. Rotor.	93	114	32488883	6075071	im Gen.Verf.
Nordfriesland	Bosbüll	0009 - WKA 9 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32489917	6075475	im Gen.Verf.
Nordfriesland	Bosbüll	0011 - WKA 11 Senvion 3.XM1XX Testanlage		3400 kW Nennleist. Rotor.	93	114	32489381	6075078	im Gen.Verf.
Nordfriesland	Bosbüll	0012 - WKA 12 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32489100	6074650	im Gen.Verf.
Nordfriesland	Bosbüll	0002 - WKA 2 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32489516	6076070	im Gen.Verf.
Nordfriesland	Bosbüll	0013 - WKA 13 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32489750	6075170	im Gen.Verf.
Nordfriesland	Bosbüll	0014 - WKA 14 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32489660	6076540	im Gen.Verf.
Nordfriesland	Bosbüll	0008 - WKA 8 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32489114	6075472	im Gen.Verf.
Nordfriesland	Bosbüll	0007 - WKA 7 Senvion 3.XM1XX Testanlage		3400 kW Nennleist. Rotor.	93	114	32488632	6075516	im Gen.Verf.
Nordfriesland	Bosbüll	0003 - WKA 3 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32490020	6075896	im Gen.Verf.
Nordfriesland	Bosbüll	0006 - WKA 6 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32489579	6075661	im Gen.Verf.
Nordfriesland	Bosbüll	0015 - WKA 15 Senvion 4.2M118		4200 kW Nennleist. Rotor.	91	118	32489363	6075336	im Gen.Verf.
Nordfriesland	Bosbüll	0002 - WKA REpower MM 70/2 MW Nr. R80011	2002	2000 kW Nennleist. Rotor.	65	70	32490411	6074386	in Betrieb
Nordfriesland	Bosbüll	0001 - WKA REpower MM 70 Nr. R80012	2003	2000 kW Nennleist. Rotor.	65	70	32490854	6074174	in Betrieb
Nordfriesland	Bosbüll	0001 - WKA Repower MM 82 Nr. R80403	2007	2000 kW Nennleist. Rotor.	59	82	32490567	6074206	in Betrieb
Nordfriesland	Bosbüll	0003 - WKA 2 Senvion 3.4M104 	2019	3400 kW Nennleist. Rotor.	98	104	32490737	6073965	in Betrieb
Nordfriesland	Bosbüll	0002 - WKA 1 Senvion 3.4M104	2019	3400 kW Nennleist. Rotor.	98	104	32490368	6074066	in Betrieb
Nordfriesland	Braderup	0001 - WKA Vestas V 117 - V218869	2017	3450 kW Nennleist. Rotor.	91,5	117	32493390	6075205	in Betrieb
Nordfriesland	Braderup	0003 - WKA Siemens SWT 2.3-82 - 2300-643-03	2007	2300 kW Nennleist. Rotor.	58	82,4	32491837	6074842	in Betrieb
Nordfriesland	Braderup	0001 - WKA Siemens SWT 2.3-82 - 2300-641-01	2007	2300 kW Nennleist. Rotor.	58	82,4	32491903	6075437	in Betrieb
Nordfriesland	Braderup	0002 - WKA Siemens SWT 2.3-82 - 2300-642-02	2007	2300 kW Nennleist. Rotor.	58	82,4	32491941	6075138	in Betrieb
Nordfriesland	Braderup	0004 - WKA Siemens SWT 2.3-82 - 2300-644-04	2007	2300 kW Nennleist. Rotor.	58	82,4	32491827	6074559	in Betrieb
Nordfriesland	Braderup	0005 - WKA Siemens SWT 3,6-120 - 3600-106-05  	2007	3600 kW Nennleist. Rotor.	80	107	32492276	6075322	in Betrieb
Nordfriesland	Braderup	0006 - WKA Siemens SWT 3,6-120 - 3600-105-06	2007	3600 kW Nennleist. Rotor.	80	107	32492235	6074999	in Betrieb
Nordfriesland	Braderup	0007 - WKA Siemens SWT 3,6-120 - 3600-104-07	2007	3600 kW Nennleist. Rotor.	80	107	32492604	6075389	in Betrieb
Nordfriesland	Braderup	0008 - WKA Siemens SWT 3,6-120 - 3600-103-08	2007	3600 kW Nennleist. Rotor.	80	107	32492558	6075031	in Betrieb
Nordfriesland	Braderup	0005 - WKA 5 Vestas V 112 - SN V 202131	2013	3600 kW Nennleist. Rotor.	119	112	32494820	6075403	in Betrieb
Nordfriesland	Braderup	0006 - WKA 6 Vestas V 112 - SN 202132	2013	3300 kW Nennleist. Rotor.	119	112	32495862	6074991	in Betrieb
Nordfriesland	Braderup	0001 - WKA 1 Vestas V 112 - SN 202127	2013	3000 kW Nennleist. Rotor.	119	112	32493592	6075513	in Betrieb
